PlayerId;G;LD;RD;LW;C;RW;Aggression;Bravery;Determination;Teamplayer;Leadership;Temperament;Professionalism;Mental Toughness;Goalie Stamina;Acceleration;Agility;Balance;Speed;Stamina;Strength;Fighting;Screening;Getting Open;Passing;Puck Handling;Shooting Accuracy;Shooting Range;Offensive Read;Checking;Faceoffs;Hitting;Positioning;Shot Blocking;Stickchecking;Defensive Read;G Positioning;G Passing;G Pokecheck;Blocker;Glove;Rebound;Recovery;G Puckhandling;Low Shots;G Skating;Reflexes;Skating;Shooting;Playmaking;Defending;Physicality;Conditioning;Character;Hockey Sense;Goalie Technique;Goalie Overall Positioning;Ability;Potential
1851;0;12;20;5;5;8;9;13;11;9;12;11;11;1;1;8;5;5;9;11;8;5;4;8;10;10;6;13;6;9;2;7;9;9;12;8;1;1;1;1;1;1;1;1;1;1;1;7;9;9;9;8;15;11;8;0;0;0.5Cb;0.5Cb
1852;0;8;5;20;10;12;8;10;9;11;11;12;11;1;1;10;10;10;9;12;10;9;11;11;13;12;12;4;13;10;9;10;13;5;12;12;1;1;1;1;1;1;1;1;1;1;1;9;10;11;10;9;15;10;12;0;0;0.5e;0.5e
1853;0;7;8;15;10;20;8;12;13;15;12;14;14;1;1;15;14;15;15;14;12;7;14;13;13;14;13;6;16;13;11;12;14;7;13;16;1;1;1;1;1;1;1;1;1;1;1;15;12;12;11;11;16;10;14;0;0;1.5Cd;2Cd
1854;0;12;20;5;5;8;10;11;12;15;12;11;12;1;1;6;9;9;6;5;8;5;3;8;11;10;7;13;14;10;4;11;12;10;10;8;1;1;1;1;1;1;1;1;1;1;1;7;10;12;10;8;12;11;10;0;0;0.5Ca;0.5Ca
1855;0;5;8;10;20;12;8;13;9;10;11;11;11;1;1;11;9;10;12;10;12;6;12;8;10;9;11;5;12;10;12;8;10;7;8;10;1;1;1;1;1;1;1;1;1;1;1;11;10;10;8;10;14;10;10;0;0;0.5Cd;0.5Cd
1856;0;8;5;12;20;10;9;11;9;12;8;10;10;1;1;5;6;7;5;4;8;5;9;8;7;8;9;3;10;8;11;7;9;2;8;8;1;1;1;1;1;1;1;1;1;1;1;5;7;9;6;8;11;10;9;0;0;0.5Ca;0.5Ca
1857;0;8;5;12;20;10;9;12;12;12;12;11;11;1;1;8;5;9;6;5;8;5;10;11;9;10;10;4;11;10;10;9;11;6;12;9;1;1;1;1;1;1;1;1;1;1;1;7;9;10;9;9;12;11;11;0;0;0.5Cd;0.5Cd
1858;0;20;12;8;5;5;6;6;9;5;8;7;7;1;1;3;2;3;1;4;6;2;2;6;9;4;2;8;4;4;1;4;3;8;7;7;1;1;1;1;1;1;1;1;1;1;1;2;5;8;5;4;11;10;5;0;0;0.5Ca;0.5Ca
1859;20;0;0;0;0;0;5;1;12;14;11;1;14;13;14;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;10;10;10;10;11;10;9;9;11;11;11;0;0;8;0;1;9;11;0;9;9;0.5Cd;0.5Cd
1860;0;20;12;8;5;5;9;11;9;7;10;9;11;1;1;4;5;6;5;4;10;4;4;6;11;10;4;8;10;9;1;7;9;9;6;10;1;1;1;1;1;1;1;1;1;1;1;5;6;9;8;8;11;10;9;0;0;0.5Ca;0.5Ca
1861;0;20;12;8;5;5;8;10;10;8;15;9;10;1;1;9;8;10;7;10;9;5;5;8;11;12;5;8;11;7;2;9;11;11;9;10;1;1;1;1;1;1;1;1;1;1;1;8;6;9;9;8;14;11;10;0;0;0.5Cd;0.5Cd
1862;0;20;12;8;5;5;8;13;12;8;12;12;10;1;1;5;6;8;10;7;8;5;3;9;9;11;3;14;8;13;4;10;11;13;12;11;1;1;1;1;1;1;1;1;1;1;1;7;8;9;12;8;13;11;11;0;0;0.5Cc;0.5Cc
1863;0;20;12;19;10;12;14;14;11;12;12;6;15;1;1;13;11;13;10;11;10;8;7;10;12;15;7;14;9;12;7;13;10;7;10;10;1;1;1;1;1;1;1;1;1;1;1;12;10;11;9;11;15;10;10;0;0;0.5e;0.5e
1864;0;20;12;8;5;5;9;10;11;8;11;9;10;1;1;5;5;7;4;6;8;3;5;6;9;9;4;10;9;6;1;8;8;10;10;8;1;1;1;1;1;1;1;1;1;1;1;5;7;9;8;8;12;11;8;0;0;0.5Ca;0.5Ca
1865;0;8;5;12;20;10;7;8;7;9;8;8;8;1;1;2;4;3;5;2;6;3;5;8;6;8;8;2;7;5;8;5;6;4;6;8;1;1;1;1;1;1;1;1;1;1;1;3;6;8;5;6;10;9;7;0;0;0.5Ca;0.5Ca
1866;0;20;12;8;5;5;8;6;3;2;2;1;3;1;1;1;1;1;1;1;1;3;1;2;1;1;1;3;1;2;1;3;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;2;3;1;3;10;7;2;0;0;0.5Ca;0.5Ca
1867;0;8;5;20;10;12;21;16;15;12;14;3;12;1;1;9;9;12;11;10;16;17;14;10;11;9;11;5;10;17;12;16;12;7;9;12;1;1;1;1;1;1;1;1;1;1;1;10;10;11;11;16;15;12;10;0;0;1Ca;1Ca
1868;0;8;5;20;10;12;8;10;11;11;11;9;14;1;1;12;11;11;14;12;11;8;14;12;15;12;13;6;12;8;8;9;11;8;12;14;1;1;1;1;1;1;1;1;1;1;1;12;12;12;9;10;15;10;12;0;0;0.5Cd;0.5Cd
1869;0;12;20;5;5;8;8;11;15;10;11;8;11;1;1;8;10;11;10;8;9;8;8;9;13;13;5;14;11;10;5;9;13;13;11;10;1;1;1;1;1;1;1;1;1;1;1;9;9;11;11;9;13;12;11;0;0;0.5Cd;0.5Cd
1870;0;5;8;12;10;20;9;11;10;11;12;9;10;1;1;9;9;9;11;10;9;4;9;9;10;11;11;3;11;11;6;11;11;5;9;9;1;1;1;1;1;1;1;1;1;1;1;9;8;10;9;9;14;11;10;0;0;0.5Cd;0.5Cd
1871;0;20;12;8;5;5;10;13;9;11;9;5;9;1;1;6;8;9;7;9;8;8;2;5;8;7;3;10;7;6;2;4;8;6;8;6;1;1;1;1;1;1;1;1;1;1;1;7;6;9;7;7;14;10;7;0;0;0.5Ca;0.5Ca
1872;0;20;12;8;5;5;7;9;8;7;9;8;9;1;1;7;7;4;2;4;5;1;3;7;5;9;4;10;6;6;1;4;6;8;10;8;1;1;1;1;1;1;1;1;1;1;1;4;7;7;7;5;11;10;7;0;0;0.5Ca;0.5Ca
1873;0;8;5;12;20;10;7;10;8;8;9;8;6;1;1;6;1;6;3;4;5;4;7;7;8;7;7;2;6;6;6;7;9;2;6;6;1;1;1;1;1;1;1;1;1;1;1;5;5;8;5;7;11;10;6;0;0;0.5Ca;0.5Ca
1874;0;20;12;8;5;5;9;13;11;9;11;10;11;1;1;8;7;4;7;8;9;4;7;5;10;10;6;9;9;7;1;8;10;11;10;8;1;1;1;1;1;1;1;1;1;1;1;6;7;9;9;9;13;11;9;0;0;0.5Cb;0.5Cb
1875;0;20;12;8;5;5;8;10;13;13;11;10;10;1;1;11;9;14;12;12;10;7;6;9;13;12;3;13;11;9;6;9;10;8;11;7;1;1;1;1;1;1;1;1;1;1;1;12;8;12;9;8;15;11;8;0;0;0.5Cd;0.5Cd
1876;0;19;20;8;5;5;14;13;14;9;11;6;17;1;1;10;12;10;12;12;11;10;7;10;13;10;8;11;9;14;4;14;15;12;11;11;1;1;1;1;1;1;1;1;1;1;1;10;9;10;13;11;15;11;13;0;0;0.5Cd;0.5Cd
1877;0;12;20;5;5;8;9;11;12;9;12;10;10;1;1;10;6;4;8;8;6;4;5;6;7;11;5;10;10;11;3;8;14;8;10;10;1;1;1;1;1;1;1;1;1;1;1;7;7;8;10;7;13;11;12;0;0;0.5Ca;0.5Ca
1878;20;0;0;0;0;0;3;1;4;6;4;1;4;5;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;6;5;3;6;7;6;6;5;7;4;6;0;0;5;0;0;9;8;0;4;6;0.5Ca;0.5Ca
1879;0;8;5;13;20;11;9;13;11;11;10;9;10;1;1;9;4;8;9;9;5;5;9;8;7;9;10;2;10;8;6;8;8;3;10;10;1;1;1;1;1;1;1;1;1;1;1;8;7;9;7;8;14;10;9;0;0;0.5Cd;0.5Cd
1880;0;8;5;20;10;12;10;11;13;12;11;10;13;1;1;10;14;9;12;11;9;6;10;11;11;11;10;5;10;12;8;11;13;7;13;13;1;1;1;1;1;1;1;1;1;1;1;10;10;11;11;10;15;11;10;0;0;0.5Cc;0.5Cc
1881;0;8;5;12;20;10;9;11;10;11;10;9;10;1;1;6;5;7;8;6;4;5;9;7;9;7;9;4;8;6;9;6;6;5;10;9;1;1;1;1;1;1;1;1;1;1;1;7;8;10;6;7;12;10;7;0;0;0.5Ca;0.5Ca
1882;0;8;5;20;10;12;9;11;10;10;10;9;11;1;1;4;5;8;6;4;7;4;8;8;9;9;7;2;9;8;6;9;8;4;9;7;1;1;1;1;1;1;1;1;1;1;1;6;5;9;7;8;11;10;8;0;0;0.5Ca;0.5Ca
1883;0;8;5;12;20;10;10;11;11;10;13;10;13;1;1;7;7;9;7;7;6;4;10;9;8;9;9;3;11;10;8;10;9;5;9;8;1;1;1;1;1;1;1;1;1;1;1;7;7;9;8;9;13;11;10;0;0;0.5Ca;0.5Ca
1884;0;5;8;12;10;20;9;11;10;10;10;9;11;1;1;4;4;8;6;6;6;4;7;5;10;9;9;2;10;10;5;9;9;2;6;10;1;1;1;1;1;1;1;1;1;1;1;6;6;10;6;8;12;10;7;0;0;0.5Ca;0.5Ca
1885;0;5;8;10;20;12;14;14;13;14;14;8;13;1;1;6;12;9;13;12;9;11;13;12;13;14;13;4;11;10;10;8;11;5;11;13;1;1;1;1;1;1;1;1;1;1;1;9;10;12;9;11;15;12;11;0;0;0.5Cd;0.5Cd
1886;0;20;13;8;5;5;9;11;11;8;11;8;10;1;1;10;7;9;10;10;8;8;7;9;12;12;6;14;11;10;7;9;11;11;11;10;1;1;1;1;1;1;1;1;1;1;1;9;10;10;10;8;14;11;10;0;0;0.5e;0.5e
1887;20;0;0;0;0;0;4;1;12;14;9;1;13;13;16;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;12;10;12;11;10;12;12;7;9;10;9;0;0;8;0;0;9;10;0;9;12;0.5e;0.5e
1888;0;12;20;5;5;8;9;10;11;9;12;10;10;1;1;13;10;12;10;16;12;8;10;9;12;13;8;13;12;11;7;11;14;10;13;15;1;1;1;1;1;1;1;1;1;1;1;11;10;10;12;10;17;11;14;0;0;0.5Aa;0.5Aa
1889;0;20;12;8;5;5;12;14;13;9;13;8;11;1;1;5;8;11;10;7;10;8;6;9;9;10;6;10;6;12;3;12;12;12;9;12;1;1;1;1;1;1;1;1;1;1;1;8;8;9;11;10;13;11;12;0;0;0.5Cd;0.5Cd
1890;0;20;16;9;5;5;13;14;14;14;13;8;12;1;1;8;8;8;10;8;14;9;6;10;13;11;6;16;12;13;6;12;11;9;13;11;1;1;1;1;1;1;1;1;1;1;1;8;11;11;11;11;13;12;11;0;0;0.5Cb;0.5Cb
1891;0;8;5;19;15;20;8;11;13;15;12;10;13;1;1;11;11;12;15;12;10;9;10;10;12;14;13;7;13;10;11;9;12;5;12;11;1;1;1;1;1;1;1;1;1;1;1;12;13;12;9;9;15;10;11;0;0;0.5Cd;0.5Cd
1892;0;5;8;13;10;20;13;14;14;13;12;7;15;1;1;9;7;10;9;9;14;11;9;16;13;15;12;4;13;14;8;14;10;5;10;11;1;1;1;1;1;1;1;1;1;1;1;9;10;12;9;12;14;10;14;0;0;0.5Cd;0.5Cd
1893;0;8;5;12;20;10;8;9;11;10;9;10;10;1;1;3;6;5;6;8;5;2;6;7;9;10;6;2;7;4;7;3;8;2;8;6;1;1;1;1;1;1;1;1;1;1;1;4;5;9;5;6;13;9;7;0;0;0.5Ca;0.5Ca
1894;0;12;20;5;5;8;13;15;10;11;10;9;12;1;1;11;10;12;10;13;13;11;7;10;13;11;7;16;12;13;8;14;12;10;12;11;1;1;1;1;1;1;1;1;1;1;1;11;11;11;11;12;16;9;11;0;0;0.5Cd;0.5Cd
1895;0;20;12;8;5;5;11;12;11;10;10;6;11;1;1;9;2;7;4;7;6;7;5;7;8;7;7;12;9;7;3;10;6;6;8;6;1;1;1;1;1;1;1;1;1;1;1;6;9;8;6;8;13;10;6;0;0;0.5Ca;0.5Ca
-1;0;20;15;8;5;5;11;14;9;12;9;6;10;1;1;12;10;11;11;12;9;7;6;9;12;11;7;14;13;10;4;12;9;9;9;8;1;1;1;1;1;1;1;1;1;1;1;11;10;12;9;10;16;10;8;0;0;0.5e;0.5e
1897;0;20;12;8;5;5;8;11;12;14;12;13;13;1;1;12;12;13;12;14;10;6;3;11;14;15;8;14;12;9;9;7;12;13;11;10;1;1;1;1;1;1;1;1;1;1;1;12;11;12;11;7;16;10;11;0;0;0.5Cd;0.5Cd
1898;0;5;8;12;10;20;12;13;11;12;12;13;12;1;1;11;12;10;12;9;11;6;10;8;11;12;13;4;11;9;9;8;9;6;9;9;1;1;1;1;1;1;1;1;1;1;1;11;10;11;8;10;14;10;9;0;0;0.5Cd;0.5Cd
1899;0;8;5;20;10;12;9;12;10;11;10;10;12;1;1;5;6;9;7;6;5;4;10;11;9;6;7;3;10;9;5;8;10;4;8;10;1;1;1;1;1;1;1;1;1;1;1;7;6;10;7;8;12;10;10;0;0;0.5Cc;0.5Cc
1900;0;20;12;8;5;5;13;16;15;11;13;8;13;1;1;10;10;13;10;10;12;11;5;9;11;11;8;12;10;13;4;14;13;13;12;10;1;1;1;1;1;1;1;1;1;1;1;11;10;10;12;12;14;12;11;0;0;0.5Cc;0.5Cc
1901;0;20;12;8;5;5;8;10;12;9;11;10;10;1;1;8;10;9;8;11;10;4;8;9;11;10;5;11;10;10;1;8;12;10;13;10;1;1;1;1;1;1;1;1;1;1;1;8;8;10;11;8;15;11;11;0;0;0.5Cc;0.5Cc
1902;0;5;8;12;10;20;9;11;10;10;10;10;11;1;1;5;5;7;7;8;4;3;7;10;8;8;9;4;8;8;6;9;6;6;7;10;1;1;1;1;1;1;1;1;1;1;1;6;8;9;6;8;13;10;9;0;0;0.5Ca;0.5Ca
1903;0;8;5;20;10;12;9;11;9;10;9;9;11;1;1;5;4;7;6;6;6;4;7;8;9;11;10;3;5;9;7;9;10;2;6;8;1;1;1;1;1;1;1;1;1;1;1;6;8;9;6;8;12;10;6;0;0;0.5Ca;0.5Ca
1904;0;8;5;12;20;10;8;11;11;12;10;9;10;1;1;9;7;5;7;8;7;5;8;11;8;8;9;3;8;7;7;7;10;4;9;10;1;1;1;1;1;1;1;1;1;1;1;7;7;10;7;8;13;10;9;0;0;0.5Cd;0.5Cd
1905;0;5;8;12;10;20;12;14;11;10;10;6;10;1;1;6;5;5;7;7;5;7;9;8;8;10;11;6;8;10;5;12;11;3;9;9;1;1;1;1;1;1;1;1;1;1;1;6;11;9;8;10;13;10;8;0;0;0.5Ca;0.5Ca
1906;0;5;8;10;20;12;6;6;6;7;6;7;6;1;1;4;4;3;3;3;2;3;5;5;3;7;7;1;8;5;3;7;8;1;6;5;1;1;1;1;1;1;1;1;1;1;1;3;4;6;5;5;11;9;6;0;0;0.5Ca;0.5Ca
1907;0;5;8;12;10;20;9;11;10;10;10;9;11;1;1;8;5;5;5;5;7;3;10;7;5;11;6;3;10;5;7;8;10;4;9;8;1;1;1;1;1;1;1;1;1;1;1;6;6;8;7;9;12;10;8;0;0;0.5Ca;0.5Ca
1908;0;20;12;8;5;5;8;12;11;9;10;9;11;1;1;9;3;7;8;8;6;3;5;8;11;9;5;12;9;8;2;7;11;11;10;8;1;1;1;1;1;1;1;1;1;1;1;8;8;10;10;7;13;11;9;0;0;0.5Cd;0.5Cd
1909;0;5;8;10;20;12;8;14;11;11;11;9;10;1;1;8;7;8;8;5;5;5;7;9;9;9;9;3;9;10;8;9;9;6;10;8;1;1;1;1;1;1;1;1;1;1;1;8;7;10;8;8;12;11;9;0;0;0.5Cd;0.5Cd
1910;0;8;5;20;12;14;11;14;12;14;13;10;13;1;1;7;8;10;10;5;11;7;11;10;11;10;13;4;10;9;9;12;13;5;12;11;1;1;1;1;1;1;1;1;1;1;1;9;10;11;9;11;12;10;10;0;0;0.5Ca;0.5Ca
1911;0;20;13;8;5;5;13;14;14;11;12;8;16;1;1;10;6;6;5;8;7;10;6;8;9;10;5;12;8;14;3;11;14;11;8;11;1;1;1;1;1;1;1;1;1;1;1;7;8;9;11;10;14;11;12;0;0;0.5Cb;0.5Cb
1912;20;0;0;0;0;0;4;1;4;6;4;1;7;6;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;6;6;5;4;7;6;8;7;4;5;5;0;0;5;0;0;10;7;0;6;7;0.5Ca;0.5Ca
1913;0;12;20;5;5;8;7;10;12;11;13;14;13;1;1;10;10;8;12;10;13;4;4;7;8;12;4;12;8;9;5;9;12;8;10;12;1;1;1;1;1;1;1;1;1;1;1;10;8;9;9;8;14;10;12;0;0;0.5Cd;0.5Cd
1914;0;8;5;20;10;12;6;8;5;6;7;7;4;1;1;4;5;3;5;2;2;1;5;6;5;10;6;1;5;5;3;7;5;2;6;7;1;1;1;1;1;1;1;1;1;1;1;4;4;7;4;5;10;9;5;0;0;0.5Ca;0.5Ca
1915;0;7;8;14;10;20;8;10;12;9;9;10;11;1;1;10;14;9;12;13;9;5;13;12;12;11;12;5;12;11;8;13;10;7;11;14;1;1;1;1;1;1;1;1;1;1;1;10;11;10;9;10;16;10;12;0;0;0.5e;0.5e
1916;0;5;8;12;10;20;9;13;12;13;14;11;13;1;1;13;13;12;13;11;11;6;11;9;11;12;12;3;12;13;9;12;16;8;13;13;1;1;1;1;1;1;1;1;1;1;1;12;9;11;12;11;15;11;10;0;0;0.5Cd;0.5Cd
1917;0;8;5;13;20;11;8;13;9;11;9;10;11;1;1;11;10;11;10;11;9;7;12;10;9;11;11;3;11;11;9;9;10;6;10;11;1;1;1;1;1;1;1;1;1;1;1;10;8;10;9;10;15;10;10;0;0;0.5Cd;0.5Cd
1920;0;20;12;8;5;5;14;14;14;9;12;6;12;1;1;7;9;10;8;10;12;9;5;8;9;9;4;12;9;11;3;12;11;13;11;9;1;1;1;1;1;1;1;1;1;1;1;8;8;9;11;11;14;11;10;0;0;0.5Cb;0.5Cb
1921;0;8;5;17;20;13;6;13;12;17;13;15;14;1;1;11;12;13;9;11;8;4;10;14;14;13;12;4;12;9;13;6;13;7;8;12;1;1;1;1;1;1;1;1;1;1;1;11;10;15;9;8;15;10;13;0;0;0.5Ca;0.5Ca
1922;0;8;5;20;10;12;9;10;9;11;9;9;13;1;1;8;9;5;6;11;9;4;10;10;10;10;11;3;12;11;8;10;11;5;10;11;1;1;1;1;1;1;1;1;1;1;1;6;8;10;9;9;15;10;11;0;0;0.5Cc;0.5Cc
1923;0;8;5;20;10;12;8;10;9;11;10;10;13;1;1;10;10;12;10;13;11;5;11;12;13;11;11;5;11;12;8;11;12;7;10;11;1;1;1;1;1;1;1;1;1;1;1;10;10;11;10;10;16;10;11;0;0;0.5Bd;0.5Bd
1924;0;8;5;20;10;12;11;13;11;10;10;11;13;1;1;6;8;8;8;10;5;5;11;9;11;11;12;4;10;9;8;11;13;7;9;10;1;1;1;1;1;1;1;1;1;1;1;7;10;10;9;10;14;10;9;0;0;0.5Ca;0.5Ca
1925;0;20;12;8;5;5;8;12;10;9;10;9;12;1;1;8;9;6;6;8;8;5;5;8;12;10;5;12;10;8;1;8;11;11;12;10;1;1;1;1;1;1;1;1;1;1;1;6;8;10;10;8;13;10;10;0;0;0.5Cd;0.5Cd
1926;0;8;5;12;20;10;8;12;10;11;9;9;9;1;1;3;4;6;4;6;3;2;7;4;7;4;6;1;6;7;6;7;11;3;9;6;1;1;1;1;1;1;1;1;1;1;1;4;4;9;7;7;12;10;5;0;0;0.5Ca;0.5Ca
1927;0;5;8;12;11;20;10;14;10;11;12;5;10;1;1;10;10;10;12;10;10;11;12;11;11;10;11;4;9;13;9;15;13;7;13;12;1;1;1;1;1;1;1;1;1;1;1;10;9;10;11;12;14;11;10;0;0;0.5e;0.5e
1928;20;0;0;0;0;0;4;1;4;6;5;1;4;9;8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;7;4;8;5;7;6;8;7;8;5;7;0;0;5;0;0;9;8;0;6;7;0.5Ca;0.5Ca
1929;0;20;12;8;5;5;6;7;5;5;8;7;7;1;1;3;5;4;6;3;1;2;2;6;6;5;2;9;6;3;1;5;6;8;7;5;1;1;1;1;1;1;1;1;1;1;1;4;5;7;6;4;11;9;5;0;0;0.5Ca;0.5Ca
1930;0;8;5;20;10;12;9;11;11;10;10;10;12;1;1;6;5;6;7;6;5;3;8;8;10;8;10;3;8;10;5;8;9;5;9;8;1;1;1;1;1;1;1;1;1;1;1;6;8;10;8;8;12;10;8;0;0;0.5Cd;0.5Cd
1931;0;5;8;16;12;20;13;14;13;14;12;8;14;1;1;12;13;12;13;11;14;9;13;11;13;15;12;8;13;13;7;14;12;7;11;12;1;1;1;1;1;1;1;1;1;1;1;12;14;12;10;13;15;11;12;0;0;1Cc;1Cc
1932;0;12;20;12;10;18;11;11;9;11;9;6;9;1;1;4;5;5;4;3;8;7;3;6;7;10;3;8;8;9;4;8;4;6;7;7;1;1;1;1;1;1;1;1;1;1;1;4;5;10;6;8;11;9;5;0;0;0.5Ca;0.5Ca
1933;0;8;5;12;20;10;9;10;10;11;10;9;10;1;1;3;6;3;6;7;6;5;10;8;7;10;10;1;10;8;7;7;9;3;11;8;1;1;1;1;1;1;1;1;1;1;1;4;6;9;7;8;13;10;9;0;0;0.5Ca;0.5Ca
1934;0;5;8;12;10;20;8;13;12;10;10;9;11;1;1;5;8;8;6;5;8;4;8;9;10;12;10;3;11;9;10;8;11;5;8;10;1;1;1;1;1;1;1;1;1;1;1;6;8;10;8;9;12;11;10;0;0;0.5Cd;0.5Cd
1935;0;20;12;8;5;5;8;11;11;9;13;10;11;1;1;11;9;9;11;11;11;6;5;9;12;12;6;12;11;10;3;10;12;11;13;9;1;1;1;1;1;1;1;1;1;1;1;10;9;10;11;9;15;11;10;0;0;0.5Cd;0.5Cd
1936;0;12;20;5;5;8;10;12;13;10;13;11;12;1;1;8;5;5;6;7;6;3;5;6;11;10;4;7;10;12;3;10;12;13;9;9;1;1;1;1;1;1;1;1;1;1;1;6;5;10;11;8;13;12;10;0;0;0.5Cd;0.5Cd
1937;0;13;20;5;5;8;14;15;17;11;13;8;15;1;1;5;6;9;7;8;9;10;6;7;8;10;8;13;10;11;3;14;14;14;10;10;1;1;1;1;1;1;1;1;1;1;1;7;10;9;12;11;13;12;12;0;0;0.5Ca;0.5Ca
1938;0;20;12;8;5;5;8;13;10;8;12;11;11;1;1;10;9;11;11;11;11;7;7;11;12;11;5;13;10;10;3;8;11;12;13;10;1;1;1;1;1;1;1;1;1;1;1;10;9;10;11;9;15;11;10;0;0;0.5Cd;0.5Cd
1939;0;7;8;14;10;20;9;11;10;11;10;10;13;1;1;9;6;6;9;8;8;4;10;8;9;8;9;3;7;9;5;9;9;6;6;9;1;1;1;1;1;1;1;1;1;1;1;8;7;10;7;9;13;10;7;0;0;0.5Ca;0.5Ca
1940;0;5;8;12;10;20;8;11;11;12;14;12;12;1;1;11;14;12;12;11;9;5;10;9;10;11;8;7;10;12;9;11;15;7;15;12;1;1;1;1;1;1;1;1;1;1;1;11;11;10;12;9;15;11;9;0;0;0.5Dd;0.5Dd
1943;20;0;0;0;0;0;5;1;13;14;9;1;15;11;16;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;10;7;5;8;7;7;8;7;8;6;12;0;0;8;0;1;9;10;0;6;9;0.5Ca;0.5Ca
1944;0;20;12;8;5;5;13;12;13;9;11;7;11;1;1;7;4;6;4;8;8;8;7;8;9;10;5;10;7;7;3;12;11;12;13;11;1;1;1;1;1;1;1;1;1;1;1;5;7;9;10;10;13;11;11;0;0;0.5Ca;0.5Ca
1945;0;12;20;5;5;8;13;13;11;8;10;7;11;1;1;8;10;9;11;12;14;7;9;9;10;11;8;12;8;15;5;14;13;12;12;11;1;1;1;1;1;1;1;1;1;1;1;9;10;9;13;12;15;10;12;0;0;0.5e;0.5e
1948;0;20;12;8;5;5;8;11;12;10;10;11;10;1;1;9;7;11;8;10;10;6;8;10;10;11;8;12;10;12;3;10;10;11;12;10;1;1;1;1;1;1;1;1;1;1;1;9;10;10;11;9;14;11;10;0;0;0.5Cc;0.5Cc
1949;20;0;0;0;0;0;5;1;7;7;9;1;10;10;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;8;5;6;9;10;7;7;8;9;7;6;0;0;5;0;1;10;9;0;6;7;0.5Ca;0.5Ca
1950;0;8;5;20;10;12;8;10;11;13;9;8;12;1;1;10;9;11;10;10;10;4;10;11;10;8;11;5;10;10;8;11;12;4;8;9;1;1;1;1;1;1;1;1;1;1;1;10;10;11;8;9;14;10;10;0;0;0.5Cd;0.5Cd
1951;0;8;5;12;20;10;8;10;10;13;10;9;10;1;1;9;10;12;9;9;10;4;9;10;8;10;9;3;12;9;10;8;11;4;7;10;1;1;1;1;1;1;1;1;1;1;1;10;7;10;7;9;14;10;11;0;0;0.5Cd;0.5Cd
1952;0;12;20;5;5;8;7;8;8;5;9;7;9;1;1;2;4;1;6;5;4;2;4;4;8;10;2;7;4;7;1;4;4;10;8;4;1;1;1;1;1;1;1;1;1;1;1;3;4;7;7;5;12;10;4;0;0;0.5Ca;0.5Ca
1953;0;8;5;20;10;12;8;12;10;11;9;9;12;1;1;8;6;10;10;7;9;5;12;9;9;10;9;3;8;7;6;10;11;5;9;10;1;1;1;1;1;1;1;1;1;1;1;9;7;10;8;10;13;10;8;0;0;0.5Cd;0.5Cd
1954;0;5;8;12;10;20;8;15;13;12;12;10;12;1;1;11;10;10;11;13;12;4;8;10;10;11;10;6;11;11;9;12;13;6;12;13;1;1;1;1;1;1;1;1;1;1;1;10;11;10;10;11;16;11;10;0;0;0.5Cc;0.5Cc
1955;0;20;19;8;5;5;14;17;15;13;12;8;13;1;1;8;10;14;11;12;15;10;8;8;10;12;7;14;10;13;3;14;14;15;13;12;1;1;1;1;1;1;1;1;1;1;1;11;10;11;13;13;16;11;13;0;0;0.5Ca;0.5Ca
1956;0;20;12;8;5;5;12;12;12;10;15;7;13;1;1;7;8;10;11;9;11;6;5;4;6;9;4;10;8;7;2;8;11;12;10;11;1;1;1;1;1;1;1;1;1;1;1;9;7;8;10;9;14;10;11;0;0;0.5Ca;0.5Ca
1957;0;20;17;8;5;5;9;14;12;11;11;11;12;1;1;9;11;10;8;13;9;11;7;14;13;14;8;16;14;12;6;14;12;11;15;12;1;1;1;1;1;1;1;1;1;1;1;9;12;10;12;10;16;10;12;0;0;0.5Cd;0.5Cd
1958;0;14;20;5;5;8;15;14;15;12;12;8;13;1;1;11;10;10;8;10;11;8;7;10;15;13;4;16;13;14;5;13;11;13;12;9;1;1;1;1;1;1;1;1;1;1;1;9;10;13;12;12;15;11;10;0;0;0.5Ca;0.5Ca
1959;20;0;0;0;0;0;7;1;16;14;14;1;17;15;14;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;13;12;12;12;14;11;13;13;12;12;13;0;0;8;0;1;10;12;0;12;13;1Ca;1Ca
1960;0;8;5;20;10;12;13;14;13;13;12;8;12;1;1;3;9;9;9;10;10;10;13;11;11;8;11;5;7;12;8;12;12;7;8;10;1;1;1;1;1;1;1;1;1;1;1;7;10;11;9;12;15;11;9;0;0;0.5Cd;0.5Cd
